car_model,year,model,version,door_count,nr_seats,color,gearbox,engine_capacity,engine_power,transmission,fuel_type,body_type,new_used,mileage,no_accident,country_origin,has_registration,registered,price
alfa-romeo,2014,Giulietta,2.0 JTDM Exclusive TCT,5,5,Niebieski,Automatyczna,1 956 cm3,175 KM,Na przednie koła,Diesel,Kompakt,Używany,145 600 km,,,Tak,,36 900
alfa-romeo,2010,Brera,2.0JTDM,3,4,Szary,Manualna,1 956 cm3,170 KM,,Diesel,Coupe,Używany,271 200 km,,,Tak,Tak,48 500
alfa-romeo,2024,Junior,54 kWh Elettrica Speciale,5,,Niebieski,Automatyczna,,156 KM,Na przednie koła,Elektryczny,Kompakt,Nowy,1 km,Tak,Polska,,,181 500
alfa-romeo,2018,Stelvio,2.0 Turbo Super Q4,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,65 000 km,,Stany Zjednoczone,Tak,Tak,105 000
alfa-romeo,2023,Stelvio,2.0 Turbo Veloce Q4,5,5,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Nowy,1 900 km,Tak,,,,249 900
alfa-romeo,2012,Giulietta,1.4 TB 16V Turismo,5,5,Brązowy,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,137 800 km,Tak,Niemcy,,Tak,33 500
alfa-romeo,2024,Giulia,2.0 Turbo Veloce Q4,4,5,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,Sedan,Nowy,5 km,Tak,,,,246 927
alfa-romeo,2009,159,1.9JTDM Impression,4,5,Brązowy,Manualna,1 910 cm3,120 KM,Na przednie koła,Diesel,Kombi,Używany,320 000 km,,,Tak,,8 500
alfa-romeo,2018,Stelvio,2.0 Turbo Super Q4,5,5,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,86 600 km,,Stany Zjednoczone,Tak,Tak,105 000
alfa-romeo,2024,Junior,,5,5,Niebieski,Automatyczna,1 199 cm3,136 KM,Na przednie koła,Benzyna,SUV,Nowy,2 km,Tak,,,,146 600
alfa-romeo,2019,Giulia,,,,Niebieski,Automatyczna,,200 KM,Na tylne koła,Benzyna,Sedan,Używany,127 730 km,,Polska,,Tak,84 990
alfa-romeo,2019,Giulia,2.0 Turbo Veloce Q4,4,5,Inny kolor,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Używany,75 600 km,Tak,Polska,,Tak,129 900
alfa-romeo,2024,Junior,1.2 mHEV Ibrida Speciale DCT,5,5,Biały,Automatyczna,1 119 cm3,136 KM,Na przednie koła,Hybryda,Kompakt,Nowy,5 km,Tak,Polska,,,133 800
alfa-romeo,2011,159,2.0JTDM Sport Plus,4,5,Czarny,Manualna,1 956 cm3,170 KM,Na przednie koła,Diesel,Kombi,Używany,218 400 km,,Niemcy,Tak,,19 500
alfa-romeo,2006,Brera,3.2 JTS Q4 Sky View,3,4,Czarny,Manualna,3 195 cm3,260 KM,4x4 (stały),Benzyna,Coupe,Używany,190 600 km,Tak,,Tak,Tak,26 900
alfa-romeo,2009,Mito,1.6 JTDM Distinctive,3,5,Czerwony,Manualna,1 598 cm3,120 KM,Na przednie koła,Diesel,Auta małe,Używany,232 781 km,Tak,Niemcy,Tak,Tak,11 900
alfa-romeo,2010,Giulietta,1.6 JTDM Distinctive,5,5,Inny kolor,Manualna,1 598 cm3,105 KM,Na przednie koła,Diesel,Kompakt,Używany,241 000 km,,,Tak,,19 999
alfa-romeo,2007,Brera,3.2 JTS Q4 Sky View,3,4,Szary,Manualna,3 195 cm3,260 KM,Na przednie koła,Benzyna,Coupe,Używany,196 000 km,,,Tak,,37 900
alfa-romeo,2009,Mito,1.4 16V Turismo,3,5,Złoty,Manualna,1 368 cm3,95 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,191 346 km,Tak,Niemcy,Tak,,16 900
alfa-romeo,2008,159,1.9JTDM ti,4,5,Czarny,Manualna,1 910 cm3,150 KM,Na przednie koła,Diesel,Kombi,Używany,475 000 km,Tak,Niemcy,Tak,Tak,12 550
alfa-romeo,2016,Giulietta,,5,5,Czarny,Manualna,1 598 cm3,120 KM,Na przednie koła,Diesel,Kompakt,Używany,122 746 km,,Polska,Tak,Tak,41 000
alfa-romeo,2004,GT,,2,5,Czerwony,Manualna,1 910 cm3,150 KM,Na przednie koła,Diesel,Coupe,Używany,263 511 km,Tak,Niemcy,Tak,Tak,8 500
alfa-romeo,2024,Tonale,,5,,Szary,Automatyczna,1 469 cm3,130 KM,Na przednie koła,Benzyna,SUV,Nowy,1 km,Tak,,,,158 900
alfa-romeo,2020,Giulia,2.0 Turbo Veloce,4,,Czarny,Automatyczna,1 995 cm3,280 KM,Na tylne koła,Benzyna,Sedan,Używany,77 500 km,,,Tak,,95 900
alfa-romeo,2017,Giulia,,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,Na tylne koła,Benzyna,Sedan,Używany,85 000 km,,Stany Zjednoczone,Tak,Tak,84 900
alfa-romeo,2024,Tonale,,,5,Czarny,Automatyczna,1 469 cm3,160 KM,Na przednie koła,Hybryda,SUV,Nowy,5 km,Tak,,,,158 800
alfa-romeo,2024,Tonale,1.5 T4 GSE Hybrid Sprint DCT,5,5,Czerwony,Automatyczna,1 469 cm3,160 KM,Na przednie koła,Hybryda,SUV,Nowy,1 km,Tak,Polska,,,164 000
alfa-romeo,2009,Mito,,3,4,Czerwony,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Auta małe,Używany,142 061 km,,Polska,,Tak,17 000
alfa-romeo,2023,Tonale,,5,5,Niebieski,Automatyczna,1 332 cm3,280 KM,4x4 (dołączany automatycznie),Hybryda,SUV,Używany,7 540 km,Tak,Polska,Tak,Tak,189 900
alfa-romeo,2019,Stelvio,2.0 Turbo Executive Q4,5,5,Szary,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,120 220 km,,,Tak,,129 000
alfa-romeo,2024,Tonale,,5,5,Zielony,Automatyczna,1 469 cm3,160 KM,Na przednie koła,Benzyna,SUV,Nowy,13 km,Tak,,,,199 900
alfa-romeo,2009,159,1.9JTDM Distinctive,4,5,Bordowy,Manualna,1 910 cm3,150 KM,Na przednie koła,Diesel,Sedan,Używany,205 000 km,Tak,Polska,Tak,Tak,25 000
alfa-romeo,2024,Stelvio,2.0 Turbo Veloce Q4,5,,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Nowy,5 km,Tak,,,,249 900
alfa-romeo,2017,Stelvio,2.0 Turbo Executive Q4,5,5,Beżowy,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,98 000 km,,,Tak,,114 500
alfa-romeo,2004,166,2.4JTD 20V Progress,4,5,Zielony,Manualna,2 387 cm3,175 KM,Na przednie koła,Diesel,Sedan,Używany,288 000 km,Tak,Holandia,Tak,Tak,17 000
alfa-romeo,2024,Junior,1.2 mHEV Ibrida Speciale DCT,5,5,Czarny,Automatyczna,1 119 cm3,136 KM,,Hybryda,Kompakt,Nowy,5 km,Tak,,,,139 200
alfa-romeo,2018,Giulia,2.0 Turbo 16V AT8-Q4 Veloce,4,,Biały,Automatyczna,1 995 cm3,280 KM,Na tylne koła,Benzyna,Sedan,Używany,89 000 km,,,Tak,,130 000
alfa-romeo,2010,Giulietta,,5,5,Bordowy,Manualna,1 956 cm3,170 KM,Na przednie koła,Diesel,Kompakt,Używany,191 000 km,Tak,,Tak,Tak,25 000
alfa-romeo,2020,Stelvio,2.0 Turbo Veloce Q4,5,5,Srebrny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,56 000 km,,Polska,Tak,Tak,149 900
alfa-romeo,2006,159,1.8MPI Impression,4,5,Czarny,Manualna,1 796 cm3,140 KM,Na przednie koła,Benzyna,Sedan,Używany,198 000 km,Tak,,Tak,,10 900
alfa-romeo,2023,Tonale,,5,5,Czarny,Automatyczna,1 332 cm3,179 KM,,Hybryda,SUV,Nowy,5 km,Tak,,,,236 900
alfa-romeo,2010,Giulietta,1.6 JTDM Distinctive,5,,Srebrny,Manualna,1 598 cm3,105 KM,Na przednie koła,Diesel,Kompakt,Używany,200 000 km,,,Tak,,12 900
alfa-romeo,2010,Giulietta,1.4 TB MultiAir Distinctive,5,5,Brązowy,Manualna,1 368 cm3,170 KM,Na przednie koła,Benzyna,Kompakt,Używany,201 685 km,Tak,Włochy,Tak,Tak,25 400
alfa-romeo,2011,Giulietta,,5,,Szary,Manualna,1 368 cm3,170 KM,,Benzyna,Kompakt,Używany,235 000 km,,,Tak,,19 900
alfa-romeo,2024,Stelvio,,5,5,Szary,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Nowy,5 km,Tak,Polska,,,242 890
alfa-romeo,2018,Stelvio,V6 2.9 Bi-Turbo AT8-Q4 Quadrifoglio,5,5,Niebieski,Automatyczna,2 891 cm3,510 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,84 800 km,,Stany Zjednoczone,Tak,Tak,199 000
alfa-romeo,2022,Stelvio,2.0 Turbo 16V AT8-Q4 Veloce Ti,5,5,Biały,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,15 000 km,Tak,Niemcy,Tak,Tak,165 000
alfa-romeo,2011,Giulietta,1.4 TB 16V,5,7,Fioletowy,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,178 000 km,,Dania,Tak,Tak,27 999
alfa-romeo,2024,Tonale,,5,5,Szary,Automatyczna,1 469 cm3,160 KM,Na przednie koła,Benzyna,SUV,Nowy,8 km,Tak,,,,178 890
alfa-romeo,2011,Giulietta,1.4 TB Distinctive,5,5,Czarny,Manualna,1 368 cm3,120 KM,Na przednie koła,Benzyna,Kompakt,Używany,171 800 km,Tak,,Tak,Tak,29 900
alfa-romeo,2018,Stelvio,2.0 Turbo Executive Q4,5,5,Biały,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,SUV,Używany,62 600 km,,,Tak,,99 000
alfa-romeo,2011,Giulietta,2.0 JTDM Veloce,5,5,Czerwony,Manualna,1 956 cm3,140 KM,Na przednie koła,Diesel,Kompakt,Używany,155 000 km,,,Tak,Tak,29 900
alfa-romeo,2002,147,,3,,Bordowy,Manualna,1 598 cm3,120 KM,,Benzyna,Kompakt,Używany,271 000 km,,Belgia,Tak,,3 900
alfa-romeo,2011,159,2.0 JTDM 16V DPF Turismo,4,5,Czarny,Manualna,1 956 cm3,170 KM,Na przednie koła,Diesel,Kombi,Używany,230 090 km,Tak,Niemcy,Tak,Tak,25 400
alfa-romeo,2019,Giulia,2.0 Turbo Veloce TI Q4,4,5,Biały,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Używany,93 000 km,Tak,Polska,Tak,Tak,128 000
alfa-romeo,2009,Mito,1.4 Progression EU6,3,4,Czerwony,Manualna,1 368 cm3,78 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,202 452 km,Tak,Polska,Tak,Tak,17 500
alfa-romeo,2023,Tonale,,5,,Czarny,Automatyczna,1 332 cm3,179 KM,4x4 (stały),Hybryda,SUV,Nowy,13 km,Tak,Polska,Tak,Tak,209 900
alfa-romeo,2020,Stelvio,2.0 Turbo 16V AT8-Q4 Ti,5,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,45 900 km,,Stany Zjednoczone,Tak,Tak,113 000
alfa-romeo,2021,Giulia,2.0 Turbo Veloce TI Q4,4,5,Czarny,Automatyczna,1 995 cm3,280 KM,4x4 (stały),Benzyna,Sedan,Używany,60 000 km,Tak,Polska,,Tak,139 999
alfa-romeo,2023,Tonale,1.5 T4 GSE Hybrid Sprint DCT,5,5,Szary,Automatyczna,1 469 cm3,130 KM,Na przednie koła,Hybryda,SUV,Używany,7 100 km,Tak,Polska,Tak,Tak,149 900
alfa-romeo,2017,Stelvio,,5,5,Szary,Automatyczna,1 956 cm3,201 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,57 000 km,Tak,Polska,,Tak,"104 899,32"
alfa-romeo,2024,Giulia,,4,5,Niebieski,Automatyczna,1 995 cm3,280 KM,4x4 (dołączany automatycznie),Benzyna,Sedan,Nowy,6 km,Tak,,,,231 290
alfa-romeo,2009,159,2.4 JTDM 20V DPF Q-Tronic ti,4,5,Czarny,Automatyczna,2 387 cm3,200 KM,Na przednie koła,Diesel,Kombi,Używany,259 000 km,Tak,Niemcy,Tak,Tak,18 900
aston-martin,2019,DB11,V8 Volante,2,4,Szary,Automatyczna,3 982 cm3,510 KM,Na tylne koła,Benzyna,Kabriolet,Używany,31 500 km,,,Tak,Tak,499 000
aston-martin,2021,DB11,V8,2,4,Czarny,Automatyczna,3 982 cm3,510 KM,Na tylne koła,Benzyna,Coupe,Używany,34 500 km,,Polska,,Tak,699 900
aston-martin,2005,DB9,Coupe Touchtronic,2,4,Czarny,Automatyczna,5 935 cm3,455 KM,Na tylne koła,Benzyna,Coupe,Używany,128 000 km,Tak,,Tak,Tak,205 000
aston-martin,2012,DBS,,2,4,Szary,Automatyczna,5 935 cm3,517 KM,,Benzyna,Coupe,Używany,5 104 km,Tak,Polska,,Tak,829 000
aston-martin,2023,DBS,,2,4,Czerwony,Automatyczna,5 204 cm3,725 KM,Na przednie koła,Benzyna,Coupe,Nowy,46 km,Tak,Niemcy,,,1 240 000
aston-martin,2008,V8 Vantage,,2,2,Biały,Automatyczna,4 281 cm3,381 KM,,Benzyna,Coupe,Używany,74 225 km,,,Tak,,140 000
aston-martin,2024,Vantage,,3,2,Fioletowy,Automatyczna,3 982 cm3,665 KM,,Benzyna,Coupe,Używany,12 km,,,,,301 000
aston-martin,2013,V8 Vantage,S SportShift II,2,,Srebrny,Automatyczna,4 735 cm3,436 KM,,Benzyna,Coupe,Używany,39 000 km,,,Tak,,290 000
aston-martin,2022,DBX,,4,5,Fioletowy,Automatyczna,3 998 cm3,550 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Nowy,5 000 km,Tak,Polska,Tak,,990 000
aston-martin,2013,DB9,Volante Touchtronic,2,4,Błękitny,Automatyczna,5 935 cm3,517 KM,Na tylne koła,Benzyna,Kabriolet,Używany,12 000 km,,Stany Zjednoczone,Tak,Tak,459 000
aston-martin,2020,DBS Superleggera,,2,4,Czerwony,Automatyczna,5 204 cm3,725 KM,Na tylne koła,Benzyna,Coupe,Używany,18 270 km,Tak,Polska,,,199 900
aston-martin,2012,DBS,Carbon Edition Touchtronic II,2,4,Czarny,Automatyczna,5 935 cm3,517 KM,Na tylne koła,Benzyna,Coupe,Używany,115 000 km,,Niemcy,,Tak,699 007
aston-martin,2020,DBX,,5,5,Szary,Automatyczna,3 982 cm3,550 KM,,Benzyna,SUV,Używany,140 000 km,Tak,,Tak,Tak,659 000
aston-martin,2006,V8 Vantage,,2,2,Szary,Manualna,4 300 cm3,385 KM,Na tylne koła,Benzyna,Coupe,Używany,69 000 km,,,,Tak,279 007
aston-martin,2009,V8 Vantage,"4,7 SportShift",2,2,Czarny,Automatyczna,4 735 cm3,426 KM,Na tylne koła,Benzyna,Kabriolet,Używany,70 000 km,,Stany Zjednoczone,Tak,Tak,199 800
aston-martin,2020,V8 Vantage,Standard,2,2,Szary,Automatyczna,3 982 cm3,503 KM,Na tylne koła,Benzyna,Coupe,Używany,34 566 km,Tak,Polska,Tak,Tak,490 000
aston-martin,2021,Vantage,,3,2,Szary,Automatyczna,4 000 cm3,503 KM,Na tylne koła,Benzyna,Kabriolet,Używany,16 371 km,,,,,569 000
aston-martin,2013,Rapide,S,4,4,Czarny,Automatyczna,5 935 cm3,560 KM,4x4 (stały),Benzyna,Sedan,Używany,43 000 km,Tak,Niemcy,Tak,Tak,399 000
aston-martin,2017,DB11,Launch Edition,2,4,Czarny,Automatyczna,5 204 cm3,608 KM,Na tylne koła,Benzyna,Coupe,Używany,39 629 km,Tak,Polska,,Tak,749 900
aston-martin,2010,V8 Vantage,"4,7 SportShift",2,2,Srebrny,Automatyczna,4 735 cm3,426 KM,Na tylne koła,Benzyna,Kabriolet,Używany,35 248 km,Tak,,Tak,Tak,333 300
aston-martin,2015,V8 Vantage,,2,,Inny kolor,Automatyczna,4 735 cm3,436 KM,,Benzyna,Coupe,Używany,20 000 km,,,Tak,,280 000
aston-martin,2006,DB9,Standard,2,4,Srebrny,Automatyczna,5 935 cm3,455 KM,Na tylne koła,Benzyna,Coupe,Używany,44 000 km,,,Tak,Tak,229 000
aston-martin,2012,V8 Vantage,"4,7 SportShift",2,2,Czarny,Automatyczna,4 735 cm3,426 KM,Na tylne koła,Benzyna,Coupe,Używany,49 000 km,,,Tak,,350 000
aston-martin,2023,DBX,,5,,Biały,Automatyczna,3 982 cm3,550 KM,,Benzyna,SUV,Nowy,10 km,Tak,,,,380 000
aston-martin,2021,DBX,Standard,5,5,Czarny,Automatyczna,3 982 cm3,550 KM,4x4 (stały),Benzyna,SUV,Używany,37 350 km,Tak,,,Tak,955 000
aston-martin,2017,DB11,Launch Edition,2,,Srebrny,Automatyczna,5 204 cm3,608 KM,Na tylne koła,Benzyna,Coupe,Używany,42 000 km,,,,Tak,599 000
aston-martin,2011,V12 Vantage,Carbon Black,2,2,Czarny,Manualna,5 935 cm3,517 KM,Na tylne koła,Benzyna,Coupe,Używany,29 060 km,,Szwajcaria,,Tak,399 900
aston-martin,2021,DBX,Standard,5,,Żółty,Automatyczna,3 982 cm3,550 KM,4x4 (stały),Benzyna,SUV,Używany,26 000 km,,,Tak,,890 000
aston-martin,2022,DBX,,5,5,Granatowy,Automatyczna,3 982 cm3,550 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,12 000 km,Tak,Polska,,,990 000
aston-martin,2020,DBS,,2,4,Inny kolor,Automatyczna,5 200 cm3,725 KM,,Benzyna,Kabriolet,Używany,16 000 km,,,,Tak,1 499 000
aston-martin,2024,DBX707,,5,,Brązowy,Automatyczna,3 982 cm3,707 KM,,Benzyna,SUV,Nowy,9 km,Tak,,,,372 880
aston-martin,2019,DBS,,2,4,Bordowy,Automatyczna,5 204 cm3,725 KM,,Benzyna,Coupe,Używany,36 000 km,Tak,Polska,Tak,Tak,1 190 000
aston-martin,2018,DB11,V12 Coupe,2,4,Pomarańczowy,Automatyczna,5 204 cm3,608 KM,Na tylne koła,Benzyna,Coupe,Używany,35 000 km,,,Tak,Tak,699 000
aston-martin,2023,DBX,,5,5,Zielony,Automatyczna,3 982 cm3,707 KM,4x4 (stały),Benzyna,SUV,Używany,7 300 km,Tak,Niemcy,,Tak,1 199 000
aston-martin,2012,V8 Vantage,Sportshift AMR,2,2,Szary,Automatyczna,4 735 cm3,435 KM,Na tylne koła,Benzyna,Coupe,Używany,88 200 km,Tak,Holandia,,,289 900
aston-martin,2017,DB11,V12 Coupe,2,4,Inny kolor,Automatyczna,5 204 cm3,608 KM,Na tylne koła,Benzyna,Coupe,Używany,15 500 km,Tak,Belgia,Tak,Tak,770 000
aston-martin,2002,DB7,,2,4,Szary,Automatyczna,5 935 cm3,420 KM,Na tylne koła,Benzyna,Kabriolet,Używany,86 350 km,Tak,Stany Zjednoczone,Tak,Tak,129 990
aston-martin,2017,DB11,V12 Coupe,2,4,Czarny,Automatyczna,5 204 cm3,608 KM,Na tylne koła,Benzyna,Coupe,Używany,48 000 km,,,Tak,,859 000
aston-martin,2023,DBX,,5,5,Niebieski,Automatyczna,3 982 cm3,550 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Nowy,3 km,Tak,Polska,,,335 000
aston-martin,2021,DBX,,5,5,Czarny,Automatyczna,3 982 cm3,550 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,36 453 km,Tak,Niemcy,,Tak,959 000
aston-martin,2022,DB11,V8,2,4,Zielony,Automatyczna,3 982 cm3,510 KM,Na tylne koła,Benzyna,Coupe,Używany,7 200 km,Tak,Polska,,Tak,289 000
aston-martin,2009,V8 Vantage,"4,7 SportShift",2,2,Czarny,Automatyczna,4 735 cm3,426 KM,Na tylne koła,Benzyna,Kabriolet,Używany,91 280 km,,,Tak,Tak,179 000
aston-martin,2018,DB11,,2,4,Czerwony,Automatyczna,5 204 cm3,639 KM,Na tylne koła,Benzyna,Coupe,Używany,12 871 km,Tak,,Tak,Tak,999 007
aston-martin,2017,DB11,V12 Coupe AMR Signature,2,,Zielony,Automatyczna,5 204 cm3,640 KM,,Benzyna+LPG,Sedan,Używany,5 555 km,,,,,2
aston-martin,2013,DB9,Touchtronic,2,4,Czarny,Automatyczna,5 935 cm3,517 KM,Na tylne koła,Benzyna,Coupe,Używany,42 000 km,Tak,Niemcy,Tak,,399 000
audi,2024,S8,TFSI mHEV Quattro Tiptr,4,5,Szary,Automatyczna,3 996 cm3,571 KM,4x4 (stały),Hybryda,Sedan,Nowy,1 km,Tak,Polska,,,866 620
audi,2008,A3,,3,5,Srebrny,Manualna,1 896 cm3,105 KM,Na przednie koła,Diesel,Kompakt,Używany,240 000 km,,,Tak,,15 500
audi,2010,A3,1.4 TFSI Ambition,5,,Czarny,Manualna,1 390 cm3,125 KM,Na przednie koła,Benzyna,Auta małe,Używany,198 000 km,,,Tak,,22 500
audi,2024,S3,TFSI Quattro S tronic,5,5,Granatowy,Automatyczna,1 984 cm3,333 KM,4x4 (stały),Benzyna,Sedan,Nowy,1 km,Tak,Polska,,,238 647
audi,2006,Q7,3.0 TDI Quattro Tiptronic,5,5,Czarny,Automatyczna,2 967 cm3,233 KM,4x4 (stały),Diesel,SUV,Używany,319 000 km,Tak,Niemcy,Tak,Tak,28 900
audi,2020,SQ7,4.0 TDI Quattro Tiptronic,5,,Szary,Automatyczna,3 956 cm3,435 KM,4x4 (stały),Diesel,SUV,Używany,141 000 km,Tak,Polska,Tak,Tak,279 210
audi,2023,RS7,,5,4,Czarny,Automatyczna,3 996 cm3,630 KM,4x4 (stały),Benzyna,Sedan,Nowy,1 km,Tak,Polska,,,724 445
audi,2018,A5,40 TDI Quattro S tronic,5,5,Biały,Automatyczna,1 968 cm3,190 KM,Na przednie koła,Diesel,Sedan,Używany,117 000 km,,,,,65 000
audi,2015,S1,Sportback,5,4,Biały,Manualna,1 984 cm3,231 KM,4x4 (dołączany automatycznie),Benzyna,Kompakt,Używany,125 000 km,Tak,Szwajcaria,Tak,Tak,78 500
audi,2020,A6,Avant 40 TDI quattro S tronic S line,5,5,Szary,Automatyczna,1 968 cm3,204 KM,4x4 (stały),Diesel,Kombi,Używany,99 900 km,Tak,Niemcy,,Tak,199 900
audi,2021,Q5,45 TFSI quattro S tronic,5,,Niebieski,Automatyczna,1 984 cm3,265 KM,4x4 (stały),Benzyna,SUV,Używany,65 000 km,,,Tak,,147 000
audi,2016,Q3,,5,5,Szary,Manualna,1 984 cm3,211 KM,4x4 (stały),Benzyna,SUV,Używany,170 455 km,,,Tak,,71 340
audi,2024,Q2,35 TFSI Advanced S tronic,5,5,Szary,Automatyczna,1 498 cm3,150 KM,Na przednie koła,Benzyna,Kompakt,Nowy,1 km,Tak,Polska,,,155 108
audi,2024,Q7,,5,5,Czarny,Automatyczna,2 995 cm3,340 KM,4x4 (stały),Hybryda,SUV,Nowy,1 km,Tak,Polska,,,447 113
audi,2019,A7,50 TDI quattro tiptronic,5,5,Czerwony,Automatyczna,2 967 cm3,286 KM,4x4 (stały),Diesel,Sedan,Używany,149 954 km,Tak,Niemcy,Tak,Tak,169 999
audi,2012,Q5,2.0 TFSI Quattro,5,5,Czarny,Manualna,1 984 cm3,211 KM,4x4 (stały),Benzyna,SUV,Używany,180 000 km,Tak,Niemcy,Tak,,63 800
audi,2016,A6,2.0 TDI ultra S tronic,5,5,Czarny,Automatyczna,1 968 cm3,150 KM,Na przednie koła,Diesel,Kombi,Używany,123 300 km,Tak,Belgia,Tak,Tak,79 900
audi,2024,A4,40 TDI mHEV Quattro Advanced S tronic,5,5,Srebrny,Automatyczna,1 968 cm3,204 KM,4x4 (stały),Diesel,Kombi,Nowy,1 km,Tak,Polska,,,203 472
audi,2015,S8,4.0 TFSI Quattro,4,5,Czarny,Automatyczna,3 993 cm3,520 KM,4x4 (stały),Benzyna,Sedan,Używany,197 900 km,Tak,Niemcy,Tak,Tak,149 900
audi,2017,A6,3.0 TDI Quattro Competition Tiptr,4,5,Biały,Automatyczna,2 967 cm3,326 KM,4x4 (stały),Diesel,Sedan,Używany,147 300 km,,,Tak,,142 900
audi,2017,S3,TFSI Sportback quattro S tronic,5,,Biały,Automatyczna,1 984 cm3,310 KM,4x4 (stały),Benzyna,Kompakt,Używany,119 000 km,,,Tak,,99 999
audi,2007,A3,2.0 TDI Sportback DPF quattro S line Sportpaket,5,5,Srebrny,Manualna,1 968 cm3,140 KM,4x4 (stały),Diesel,Auta miejskie,Używany,314 258 km,,,Tak,,18 500
audi,2014,Q5,2.0 TDI Quattro S tronic,5,5,Szary,Automatyczna,1 968 cm3,177 KM,4x4 (stały),Diesel,SUV,Używany,280 500 km,Tak,Dania,Tak,Tak,69 500
audi,2011,A6,3.0 TDI Quattro S tronic,5,5,Biały,Automatyczna,2 967 cm3,245 KM,4x4 (stały),Diesel,Kombi,Używany,344 000 km,,,Tak,,45 900
audi,2018,Q7,3.0 TFSI Quattro Tiptronic,5,5,Czarny,Automatyczna,2 995 cm3,333 KM,4x4 (stały),Benzyna,SUV,Używany,55 000 km,,,Tak,,168 000
audi,2013,Q3,2.0 TDI Edycja Specjalna,5,5,Szary,Manualna,1 968 cm3,140 KM,Na przednie koła,Diesel,SUV,Używany,182 219 km,Tak,Niemcy,Tak,Tak,65 900
audi,2015,A1,1.0 TFSI ultra sport,3,5,Biały,Manualna,999 cm3,95 KM,Na przednie koła,Benzyna,Auta małe,Używany,88 412 km,,,Tak,Tak,41 900
audi,2024,SQ8,,5,5,Czarny,Automatyczna,3 996 cm3,507 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Nowy,1 km,Tak,Polska,,,535 648
audi,2012,A4,3.0 TDI Multitronic,5,,Niebieski,Automatyczna,2 967 cm3,204 KM,Na przednie koła,Diesel,Kombi,Używany,270 000 km,,,Tak,,37 800
audi,2020,Q7,45 TDI Quattro Tiptronic,5,7,Czarny,Automatyczna,2 967 cm3,231 KM,4x4 (stały),Diesel,SUV,Używany,48 800 km,Tak,Polska,Tak,Tak,265 000
audi,2022,A4,,5,5,Szary,Automatyczna,1 968 cm3,204 KM,4x4 (stały),Diesel,Kombi,Używany,6 906 km,Tak,,,Tak,219 999
audi,2019,A6,,4,5,Biały,Automatyczna,2 967 cm3,285 KM,4x4 (stały),Diesel,Sedan,Używany,164 210 km,,,Tak,,181 900
audi,2012,Q7,3.0 TDI DPF Quattro Tiptronic,5,5,Brązowy,Automatyczna,2 967 cm3,245 KM,4x4 (stały),Diesel,SUV,Używany,244 667 km,Tak,Polska,Tak,Tak,72 000
audi,2005,A6,3.0 TDI Quattro Tiptronic,5,5,Inny kolor,Automatyczna,2 967 cm3,224 KM,4x4 (dołączany automatycznie),Diesel,Kombi,Używany,450 000 km,,,Tak,,15 000
audi,2008,A3,1.9 TDI Sportback Ambition,5,5,Brązowy,Manualna,1 896 cm3,105 KM,Na przednie koła,Diesel,Auta miejskie,Używany,223 000 km,,Niemcy,Tak,Tak,22 900
audi,2010,A5,2.0 TDI,5,4,Szary,Manualna,1 968 cm3,170 KM,Na przednie koła,Diesel,Sedan,Używany,277 000 km,Tak,Belgia,Tak,Tak,36 500
